input_domain,naics_domain,flag_conference,flag_alexa,flag_yahoo,ecid,ind,ind_score,naics_2,naics_2_desc,naics_4,naics_4_desc,naics_6,naics_6_desc,naics_6_score,jj_corrections
cognizant.com,cognizant.com,null,null,1,1074115718,Information Technology and Services,0.875339329,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.52168262,
bankparagon.com,bankparagon.com,null,null,1,1079437503,Financial Services,0.995810509,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.521486044,
chsinc.com,chsinc.com,null,null,1,1076147877,Farming,0.660734475,42,Wholesale Trade,4245,Farm Product Raw Material Merchant Wholesalers,424510,Grain and Field Bean Merchant Wholesalers,0.521307647,
sandschinaltd.com,sandschinaltd.com,null,null,1,1078949301,Gambling & Casinos,0.990219414,72,Accommodation and Food Services,7211,Traveler Accommodation,721120,Casino Hotels,0.521059215,
oxfordinc.com,oxfordinc.com,null,null,1,1075641862,Apparel & Fashion,0.882552922,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,0.520986795,
edmc.edu,edmc.edu,null,null,1,1079776568,Education,0.994003356,61,Educational Services,6113,"Colleges, Universities, and Professional Schools",611310,"Colleges, Universities, and Professional Schools",0.52094388,
flushingbank.com,flushingbank.com,null,null,1,1077465503,Financial Services,0.996461093,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.520792782,
anfieldgold.com,anfieldgold.com,null,null,1,null,Mining & Metals,0.933878362,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.520456076,
journeyenergy.ca,journeyenergy.ca,null,null,1,1077204345,Oil & Energy,0.992667019,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.520249426,
coastalbanking.com,coastalbanking.com,null,null,1,1077265270,Financial Services,0.993428886,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.52024585,
globalscape.com,globalscape.com,null,null,1,1076813954,Computer Software,0.77861625,51,Information,5112,Software Publishers,511210,Software Publishers,0.519995511,
riotinto.com,riotinto.com,null,null,1,1076673319,Mining & Metals,0.993981183,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213113,Support Activities for Coal Mining,0.519932509,
ecncapitalcorp.com,ecncapitalcorp.com,null,null,1,1110573177,Financial Services,0.968911171,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522220,Sales Financing,0.51988101,
avantelogixx.com,avantelogixx.com,null,null,1,1082056780,Security and Investigations,0.991990626,56,Administrative and Support and Waste Management and Remediation Services,5616,Investigation and Security Services,561621,Security Systems Services (except Locksmiths),0.519876003,
exponent.com,exponent.com,null,null,1,1076546048,Research,0.54723376,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541620,Environmental Consulting Services,0.519819796,
banksislandgold.com,banksislandgold.com,null,null,1,1074204821,Mining & Metals,0.98983556,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.51953274,
championbear.com,championbear.com,null,null,1,1075064630,Mining & Metals,0.996667445,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.51952517,
hdfcbank.com,hdfcbank.com,null,1,1,1079231181,Financial Services,0.988832235,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.519433558,
bbinsurance.com,bbinsurance.com,null,null,1,1075036389,Insurance,0.989927173,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524210,Insurance Agencies and Brokerages,0.519339085,
bitterrootresources.com,bitterrootresources.com,null,null,1,1074676034,Mining & Metals,0.994625986,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.519290745,
facebook.com,facebook.com,null,1,null,1080392202,Internet,0.461238086,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.519278169,
charlesandcolvard.com,charlesandcolvard.com,null,null,1,1074272895,Luxury Goods & Jewelry,0.939023852,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",0.51884687,
flanigans.net,flanigans.net,null,null,1,1074101743,Restaurants,0.717745185,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722511,Full-Service Restaurants,0.518737376,
jackinthebox.com,jackinthebox.com,null,null,1,1077085964,Restaurants,0.985809743,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722513,Limited-Service Restaurants,0.518138826,
auo.com,auo.com,null,null,1,1075366626,Electrical/Electronic Manufacturing,0.642860711,42,Wholesale Trade,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,423690,Other Electronic Parts and Equipment Merchant Wholesalers,0.517890573,
caretrustreit.com,caretrustreit.com,null,null,1,1074681167,Real Estate,0.965244532,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531110,Lessors of Residential Buildings and Dwellings,0.517831028,
elpolloloco.com,elpolloloco.com,null,null,1,1074594623,Restaurants,0.967409492,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722511,Full-Service Restaurants,0.517403901,
wh-group.com,wh-group.com,null,null,1,1080065980,Food & Beverages,0.887142479,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424470,Meat and Meat Product Merchant Wholesalers,0.517393053,
endurancegold.com,endurancegold.com,null,null,1,1077165119,Mining & Metals,0.98957938,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.517289639,
royalnickel.com,royalnickel.com,null,null,1,1077601092,Mining & Metals,0.995998383,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.517153323,
fdef.com,fdef.com,null,null,1,1077137471,Financial Services,0.975773633,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.516888678,
exoclick.com,exoclick.com,null,1,null,1078831356,Marketing and Advertising,0.556404591,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541810,Advertising Agencies,0.516721904,
caspianenergyinc.com,caspianenergyinc.com,null,null,1,1077011956,Oil & Energy,0.962121129,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.516684532,
arbor.com,arbor.com,null,null,1,1079592885,Real Estate,0.727381766,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522292,Real Estate Credit,0.516571462,
hollysys.com.sg,hollysys.com.sg,null,null,1,1080315947,Industrial Automation,0.699144483,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.516509533,
sapiens.com,sapiens.com,null,null,1,1077689805,Computer Software,0.642633021,51,Information,5112,Software Publishers,511210,Software Publishers,0.516473711,
swedbank.com,swedbank.com,null,null,1,1079254574,Financial Services,0.994551837,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.516324401,
solaralliance.com,solaralliance.com,null,null,1,1106927974,Environmental Services,0.948443055,23,Construction,2371,Utility System Construction,237130,Power and Communication Line and Related Structures Construction,0.516307831,
constantinemetals.com,constantinemetals.com,null,null,1,1075676343,Mining & Metals,0.998019457,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.516306758,
clinuvel.com,clinuvel.com,null,null,1,1078423934,Biotechnology,0.534538031,42,Wholesale Trade,4242,Drugs and Druggists' Sundries Merchant Wholesalers,424210,Drugs and Druggists' Sundries Merchant Wholesalers,0.516299367,
scada.com,scada.com,null,null,1,1079633294,Industrial Automation,0.757291377,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.51612854,
puremultifamily.com,puremultifamily.com,null,null,1,1076451258,Real Estate,0.967744291,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531110,Lessors of Residential Buildings and Dwellings,0.515972257,
panoramicresources.com,panoramicresources.com,null,null,1,1079965354,Mining & Metals,0.966094375,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.515736103,
arkrestaurants.com,arkrestaurants.com,null,null,1,1076717944,Restaurants,0.395202428,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722511,Full-Service Restaurants,0.515508175,
exeloncorp.com,exeloncorp.com,null,null,1,1075641097,Utilities,0.953423262,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221118,Other Electric Power Generation,0.515486002,
manoramaonline.com,manoramaonline.com,null,1,null,1078772890,Newspapers,0.742020905,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511110,Newspaper Publishers,0.515421987,
goldmansachs.com,goldmansachs.com,null,null,1,1077446630,Financial Services,0.98914963,52,Finance and Insurance,5259,Other Investment Pools and Funds,525910,Open-End Investment Funds,0.515232205,
mtge.com,mtge.com,null,null,1,1074431294,Financial Services,0.716207504,52,Finance and Insurance,5239,Other Financial Investment Activities,523910,Miscellaneous Intermediation,0.514987469,
sbr-sabine.com,sbr-sabine.com,null,null,1,1100478478,Oil & Energy,0.942313433,53,Real Estate and Rental and Leasing,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),0.514875472,
canasil.com,canasil.com,null,null,1,1073838273,Mining & Metals,0.998097003,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.51466924,
archrock.com,archrock.com,null,null,1,1075307102,Oil & Energy,0.88158828,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.514601767,
monakergroup.com,monakergroup.com,null,null,1,1098968459,"Leisure, Travel & Tourism",0.928376615,56,Administrative and Support and Waste Management and Remediation Services,5615,Travel Arrangement and Reservation Services,561520,Tour Operators,0.51448679,
buruenergy.com,buruenergy.com,null,null,1,1078451009,Oil & Energy,0.993001998,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.514388919,
healthycoffee.com,healthycoffee.com,null,null,1,1075380958,Food & Beverages,0.834915817,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722514,"Cafeterias, Grill Buffets, and Buffets",0.514208436,
cyberappsworld.com,cyberappsworld.com,null,null,1,1102264376,Computer Software,0.662107468,51,Information,5112,Software Publishers,511210,Software Publishers,0.51387018,
interplay.com,interplay.com,null,null,1,1077254413,Computer Software,0.868857324,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,0.513625801,
mitsubishielectric.com,mitsubishielectric.com,null,null,1,1073906086,Industrial Automation,0.493783236,42,Wholesale Trade,4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",0.513610482,
discover.com,discover.com,null,1,1,1080247785,Financial Services,0.952628434,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.513503611,
amerisbank.com,amerisbank.com,null,null,1,1074955505,Financial Services,0.997344673,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.513502359,
aparat.com,aparat.com,null,1,null,1107108166,Internet,0.728709579,51,Information,5121,Motion Picture and Video Industries,512110,Motion Picture and Video Production,0.513460338,
westerngas.com,westerngas.com,null,null,1,1076649663,Oil & Energy,0.945162237,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.513459444,
oge.com,oge.com,null,null,1,1073953173,Utilities,0.984721363,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221118,Other Electric Power Generation,0.513292015,
jll.com,jll.com,null,null,1,1074010056,Real Estate,0.974116385,53,Real Estate and Rental and Leasing,5312,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,0.513232768,
advantageog.com,advantageog.com,null,null,1,1075757920,Oil & Energy,0.993605077,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.513134241,
unifiedsignal.com,unifiedsignal.com,null,null,1,1076455059,Telecommunications,0.951949775,51,Information,5173,Wired and Wireless Telecommunications Carriers,517312,Wireless Telecommunications Carriers (except Satellite),0.513061702,
arcusdevelopmentgroup.com,arcusdevelopmentgroup.com,null,null,1,1074276096,Mining & Metals,0.93565923,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.513016105,
brichem.com,brichem.com,null,null,1,1075052657,Oil & Energy,0.778083444,42,Wholesale Trade,4246,Chemical and Allied Products Merchant Wholesalers,424690,Other Chemical and Allied Products Merchant Wholesalers,0.512926877,
